MGI Marker Accession ID,Mouse Gene Symbol,Mouse NCBI Gene ID,HGNC ID,Human Gene Symbol,Human NCBI Gene ID
MGI:1345142,Ik,24010,HGNC:5958,IK,3550
MGI:1914704,Ikbip,67454,HGNC:26430,IKBIP,121457
MGI:1338071,Ikbkb,16150,HGNC:5960,IKBKB,3551
MGI:1929612,Ikbke,56489,HGNC:14552,IKBKE,9641
MGI:1338074,Ikbkg,16151,HGNC:5961,IKBKG,8517
MGI:1342540,Ikzf1,22778,HGNC:13176,IKZF1,10320
MGI:1342541,Ikzf2,22779,HGNC:13177,IKZF2,22807
MGI:1342542,Ikzf3,22780,HGNC:13178,IKZF3,22806
MGI:1343139,Ikzf4,22781,HGNC:13179,IKZF4,64375
MGI:1914393,Ikzf5,67143,HGNC:14283,IKZF5,64376
MGI:96537,Il10,16153,HGNC:5962,IL10,3586
MGI:96538,Il10ra,16154,HGNC:5964,IL10RA,3587
MGI:109380,Il10rb,16155,HGNC:5965,IL10RB,3588
MGI:107613,Il11,16156,HGNC:5966,IL11,3589
MGI:96539,Il12a,16159,HGNC:5969,IL12A,3592
MGI:96540,Il12b,16160,HGNC:5970,IL12B,3593
MGI:104579,Il12rb1,16161,HGNC:5971,IL12RB1,3594
MGI:1270861,Il12rb2,16162,HGNC:5972,IL12RB2,3595
MGI:96541,Il13,16163,HGNC:5973,IL13,3596
MGI:105052,Il13ra1,16164,HGNC:5974,IL13RA1,3597
MGI:1277954,Il13ra2,16165,HGNC:5975,IL13RA2,3598
MGI:103014,Il15,16168,HGNC:5977,IL15,3600
MGI:104644,Il15ra,16169,HGNC:5978,IL15RA,3601
MGI:1270855,Il16,16170,HGNC:5980,IL16,3603
MGI:107364,Il17a,16171,HGNC:5981,IL17A,3605
MGI:1928397,Il17b,56069,HGNC:5982,IL17B,27190
MGI:2446486,Il17c,234836,HGNC:5983,IL17C,27189
MGI:2446510,Il17d,239114,HGNC:5984,IL17D,53342
MGI:2676631,Il17f,257630,HGNC:16404,IL17F,112744
MGI:107399,Il17ra,16172,HGNC:5985,IL17RA,23765
MGI:1355292,Il17rb,50905,HGNC:18015,IL17RB,55540
MGI:2159336,Il17rc,171095,HGNC:18358,IL17RC,84818
MGI:2159727,Il17rd,171463,HGNC:17616,IL17RD,54756
MGI:1889371,Il17re,57890,HGNC:18439,IL17RE,132014
MGI:107936,Il18,16173,HGNC:5986,IL18,3606
MGI:1333800,Il18bp,16068,HGNC:5987,IL18BP,10068
MGI:105383,Il18r1,16182,HGNC:5988,IL18R1,8809
MGI:1338888,Il18rap,16174,HGNC:5989,IL18RAP,8807
MGI:1890472,Il19,329244,HGNC:5990,IL19,29949
MGI:96542,Il1a,16175,HGNC:5991,IL1A,3552
MGI:96543,Il1b,16176,HGNC:5992,IL1B,3553
MGI:2652548,Il1f10,215274,HGNC:15552,IL1F10,84639
MGI:96545,Il1r1,16177,HGNC:5993,IL1R1,3554
MGI:96546,Il1r2,16178,HGNC:5994,IL1R2,7850
MGI:104975,Il1rap,16180,HGNC:5995,IL1RAP,3556
MGI:2687319,Il1rapl1,331461,HGNC:5996,IL1RAPL1,11141
MGI:1913106,Il1rapl2,60367,HGNC:5997,IL1RAPL2,26280
MGI:98427,Il1rl1,17082,HGNC:5998,IL1RL1,9173
MGI:1913107,Il1rl2,107527,HGNC:5999,IL1RL2,8808
MGI:96547,Il1rn,16181,HGNC:6000,IL1RN,3557
MGI:96548,Il2,16183,HGNC:6001,IL2,3558
MGI:1890473,Il20,58181,HGNC:6002,IL20,50604
MGI:3605069,Il20ra,237313,HGNC:6003,IL20RA,53832
MGI:2143266,Il20rb,213208,HGNC:6004,IL20RB,53833
MGI:1890474,Il21,60505,HGNC:6005,IL21,59067
MGI:1890475,Il21r,60504,HGNC:6006,IL21R,50615
MGI:2663588,Il22ra1,230828,HGNC:13700,IL22RA1,58985
MGI:2665114,Il22ra2,237310,HGNC:14901,IL22RA2,116379
MGI:1932410,Il23a,83430,HGNC:15488,IL23A,51561
MGI:2181693,Il23r,209590,HGNC:19100,IL23R,149233
MGI:2135548,Il24,93672,HGNC:11346,IL24,11009
MGI:2155888,Il25,140806,HGNC:13765,IL25,64806
MGI:2384409,Il27,246779,HGNC:19157,IL27,246778
MGI:1355318,Il27ra,50931,HGNC:17290,IL27RA,9466
MGI:96549,Il2ra,16184,HGNC:6008,IL2RA,3559
MGI:96550,Il2rb,16185,HGNC:6009,IL2RB,3560
MGI:96551,Il2rg,16186,HGNC:6010,IL2RG,3561
MGI:96552,Il3,16187,HGNC:6011,IL3,3562
MGI:1923649,Il31,76399,HGNC:19372,IL31,386653
MGI:2180511,Il31ra,218624,HGNC:18969,IL31RA,133396
MGI:1924375,Il33,77125,HGNC:16028,IL33,90865
MGI:1923777,Il34,76527,HGNC:28529,IL34,146433
MGI:1859324,Il36a,54448,HGNC:15562,IL36A,27179
MGI:1916927,Il36b,69677,HGNC:15564,IL36B,27177
MGI:2449929,Il36g,215257,HGNC:15741,IL36G,56300
MGI:1859325,Il36rn,54450,HGNC:15561,IL36RN,26525
MGI:96553,Il3ra,16188,HGNC:6012,IL3RA,3563
MGI:96556,Il4,16189,HGNC:6014,IL4,3565
MGI:105367,Il4ra,16190,HGNC:6015,IL4R,3566
MGI:96557,Il5,16191,HGNC:6016,IL5,3567
MGI:96558,Il5ra,16192,HGNC:6017,IL5RA,3568
MGI:96559,Il6,16193,HGNC:6018,IL6,3569
MGI:105304,Il6ra,16194,HGNC:6019,IL6R,3570
MGI:96560,Il6st,16195,HGNC:6021,IL6ST,3572
MGI:96561,Il7,16196,HGNC:6023,IL7,3574
MGI:96562,Il7r,16197,HGNC:6024,IL7R,3575
MGI:96563,Il9,16198,HGNC:6029,IL9,3578
MGI:96564,Il9r,16199,HGNC:6030,IL9R,3581
MGI:2146574,Ildr1,106347,HGNC:28741,ILDR1,286676
MGI:1196370,Ildr2,100039795,HGNC:18131,ILDR2,387597
MGI:1915031,Ilf2,67781,HGNC:6037,ILF2,3608
MGI:1339973,Ilf3,16201,HGNC:6038,ILF3,3609
MGI:1195267,Ilk,16202,HGNC:6040,ILK,3611
MGI:1914694,Ilkap,67444,HGNC:15566,ILKAP,80895
MGI:106281,Ilrun,224647,HGNC:21215,ILRUN,64771
MGI:1351911,Ilvbl,216136,HGNC:6041,HACL2,10994
MGI:1913791,Immp1l,66541,HGNC:26317,IMMP1L,196294
MGI:2135611,Immp2l,93757,HGNC:14598,IMMP2L,83943
MGI:1923864,Immt,76614,HGNC:6047,IMMT,10989
MGI:1916119,Imp3,102462,HGNC:14497,IMP3,55272
MGI:106572,Imp4,27993,HGNC:30856,IMP4,92856
MGI:1933158,Impa1,55980,HGNC:6050,IMPA1,3612
MGI:2149728,Impa2,114663,HGNC:6051,IMPA2,3613
MGI:1098233,Impact,16210,HGNC:20387,IMPACT,55364
MGI:96567,Impdh1,23917,HGNC:6052,IMPDH1,3614
MGI:109367,Impdh2,23918,HGNC:6053,IMPDH2,3615
MGI:1926876,Impg1,63859,HGNC:6055,IMPG1,3617
MGI:3044955,Impg2,224224,HGNC:18362,IMPG2,50939
MGI:96568,Ina,226180,HGNC:6057,INA,9118
MGI:1913550,Inafm1,66300,HGNC:27406,INAFM1,255783
MGI:1915354,Inafm2,100043272,HGNC:35165,INAFM2,100505573
MGI:1921579,Inava,67313,HGNC:25599,INAVA,55765
MGI:2144284,Inca1,103844,HGNC:32224,INCA1,388324
MGI:1313288,Incenp,16319,HGNC:6058,INCENP,3619
MGI:1917685,Inf2,70435,HGNC:23791,INF2,64423
MGI:1349481,Ing1,26356,HGNC:6062,ING1,3621
MGI:1916510,Ing2,69260,HGNC:6063,ING2,3622
MGI:1919027,Ing3,71777,HGNC:14587,ING3,54556
MGI:107307,Ing4,28019,HGNC:19423,ING4,51147
MGI:1922816,Ing5,66262,HGNC:19421,ING5,84289
MGI:96569,Inha,16322,HGNC:6065,INHA,3623
MGI:96570,Inhba,16323,HGNC:6066,INHBA,3624
MGI:96571,Inhbb,16324,HGNC:6067,INHBB,3625
MGI:105932,Inhbc,16325,HGNC:6068,INHBC,3626
MGI:109269,Inhbe,16326,HGNC:24029,INHBE,83729
MGI:1913459,Inip,66209,HGNC:24994,INIP,58493
MGI:1915426,Inka1,68176,HGNC:32480,INKA1,389119
MGI:1923497,Inka2,109050,HGNC:28045,INKA2,55924
MGI:102963,Inmt,21743,HGNC:6069,INMT,11185
MGI:1915392,Ino80,68142,HGNC:26956,INO80,54617
MGI:1917270,Ino80b,70020,HGNC:13324,INO80B,83444
MGI:2443014,Ino80c,225280,HGNC:26994,INO80C,125476
MGI:3027003,Ino80d,227195,HGNC:25997,INO80D,54891
MGI:2141881,Ino80e,233875,HGNC:26905,INO80E,283899
MGI:104848,Inpp1,16329,HGNC:6071,INPP1,3628
MGI:1931123,Inpp4a,269180,HGNC:6074,INPP4A,3631
MGI:2158925,Inpp4b,234515,HGNC:6075,INPP4B,8821
MGI:2686961,Inpp5a,212111,HGNC:6076,INPP5A,3632
MGI:103257,Inpp5b,16330,HGNC:6077,INPP5B,3633
MGI:107357,Inpp5d,16331,HGNC:6079,INPP5D,3635
MGI:1927753,Inpp5e,64436,HGNC:21474,INPP5E,56623
MGI:2141867,Inpp5f,101490,HGNC:17054,INPP5F,22876
MGI:2158663,Inpp5j,170835,HGNC:8956,INPP5J,27124
MGI:1194899,Inpp5k,19062,HGNC:33882,INPP5K,51763
MGI:1333787,Inppl1,16332,HGNC:6080,INPPL1,3636
MGI:1917942,Insc,233752,HGNC:33116,INSC,387755
MGI:1916289,Insig1,231070,HGNC:6083,INSIG1,3638
MGI:1920249,Insig2,72999,HGNC:20452,INSIG2,51141
MGI:108427,Insl3,16336,HGNC:6086,INSL3,3640
MGI:1346085,Insl5,23919,HGNC:6088,INSL5,10022
MGI:1351595,Insl6,27356,HGNC:6089,INSL6,11172
MGI:1859980,Insm1,53626,HGNC:6090,INSM1,3642
MGI:1930787,Insm2,56856,HGNC:17539,INSM2,84684
MGI:96575,Insr,16337,HGNC:6091,INSR,3643
MGI:1346037,Insrr,23920,HGNC:6093,INSRR,3645
MGI:2442108,Insyn1,319477,HGNC:33753,INSYN1,388135
MGI:3605068,Insyn2a,627214,HGNC:33859,INSYN2A,642938
MGI:3643491,Insyn2b,574403,HGNC:37271,INSYN2B,100131897
MGI:1915760,Ints1,68510,HGNC:24555,INTS1,26173
MGI:1918135,Ints10,70885,HGNC:25548,INTS10,55174
MGI:1919207,Ints11,71957,HGNC:26052,INTS11,54973
MGI:1919043,Ints12,71793,HGNC:25067,INTS12,57117
MGI:1918427,Ints13,71177,HGNC:20174,INTS13,55726
MGI:1917132,Ints14,69882,HGNC:25372,INTS14,81556
MGI:2442621,Ints15,231868,HGNC:21702,INTS15,79034
MGI:1917672,Ints2,70422,HGNC:29241,INTS2,57508
MGI:2140050,Ints3,229543,HGNC:26153,INTS3,65123
MGI:1917164,Ints4,101861,HGNC:25048,INTS4,92105
MGI:1923578,Ints5,109077,HGNC:29352,INTS5,80789
MGI:1202397,Ints6,18130,HGNC:14879,INTS6,26512
MGI:2442593,Ints6l,236790,HGNC:27334,INTS6L,203522
MGI:1924315,Ints7,77065,HGNC:24484,INTS7,25896
MGI:1919906,Ints8,72656,HGNC:26048,INTS8,55656
MGI:1098533,Ints9,210925,HGNC:25592,INTS9,55756
MGI:2443752,Intu,380614,HGNC:29239,INTU,27152
MGI:1335082,Invs,16348,HGNC:17870,INVS,27130
MGI:1351633,Ip6k1,27399,HGNC:18360,IP6K1,9807
MGI:1923750,Ip6k2,76500,HGNC:17313,IP6K2,51447
MGI:3045325,Ip6k3,271424,HGNC:17269,IP6K3,117283
MGI:2444159,Ipcef1,320495,HGNC:21204,IPCEF1,26034
MGI:1916968,Ipmk,69718,HGNC:20739,IPMK,253430
MGI:2442377,Ipo11,76582,HGNC:20628,IPO11,51194
MGI:2385205,Ipo13,230673,HGNC:16853,IPO13,9670
MGI:1923001,Ipo4,75751,HGNC:19426,IPO4,79711
MGI:1917822,Ipo5,70572,HGNC:6402,IPO5,3843
MGI:2152414,Ipo7,233726,HGNC:9852,IPO7,10527
MGI:2444611,Ipo8,320727,HGNC:9853,IPO8,10526
MGI:1918944,Ipo9,226432,HGNC:19425,IPO9,55705
MGI:96581,Ipp,16351,HGNC:6108,IPP,3652
MGI:1922928,Ippk,75678,HGNC:14645,IPPK,64768
MGI:3588184,Iqank1,432964,HGNC:49576,IQANK1,642574
MGI:1922168,Iqca1,74918,HGNC:26195,DRC11,79781
MGI:3045319,Iqca1l,231045,HGNC:22831,DRC11L,392843
MGI:2443764,Iqcb1,320299,HGNC:28949,IQCB1,9657
MGI:2446212,Iqcc,230767,HGNC:25545,IQCC,55721
MGI:1922982,Iqcd,75732,HGNC:25168,DRC10,115811
MGI:1921489,Iqce,74239,HGNC:29171,IQCE,23288
MGI:1921517,Iqcf1,74267,HGNC:28607,IQCF1,132141
MGI:1914570,Iqcf4,67320,HGNC:54720,IQCF4P,100506840
MGI:1922720,Iqcf5,75470,HGNC:35159,IQCF5,389124
MGI:3781315,Iqcf6,100041096,HGNC:35158,IQCF6,440956
MGI:1916957,Iqcg,69707,HGNC:25251,DRC9,84223
MGI:1925500,Iqch,78250,HGNC:25721,IQCH,64799
MGI:3644166,Iqcj,208426,HGNC:32406,IQCJ,654502
MGI:3612188,Iqck,434232,HGNC:28556,IQCK,124152
MGI:1919081,Iqcm,71831,HGNC:53443,IQCM,285423
MGI:3708784,Iqcn,637079,HGNC:29350,IQCN,80726
MGI:1352757,Iqgap1,29875,HGNC:6110,IQGAP1,8826
MGI:2449975,Iqgap2,544963,HGNC:6111,IQGAP2,10788
MGI:3028642,Iqgap3,404710,HGNC:20669,IQGAP3,128239
MGI:5439400,Iqschfp,100505386,HGNC:38842,IQCJ-SCHIP1,100505385
MGI:1196356,Iqsec1,232227,HGNC:29112,IQSEC1,9922
MGI:3528396,Iqsec2,245666,HGNC:29059,IQSEC2,23096
MGI:2677208,Iqsec3,243621,HGNC:29193,IQSEC3,440073
MGI:3041159,Iqub,214704,HGNC:21995,IQUB,154865
MGI:1338023,Irag1,17540,HGNC:7237,IRAG1,10335
MGI:108424,Irag2,16970,HGNC:6690,IRAG2,4033
MGI:107420,Irak1,16179,HGNC:6112,IRAK1,3654
MGI:1929475,Irak1bp1,65099,HGNC:17368,IRAK1BP1,134728
MGI:2429603,Irak2,108960,HGNC:6113,IRAK2,3656
MGI:1921164,Irak3,73914,HGNC:17020,IRAK3,11213
MGI:2182474,Irak4,266632,HGNC:17967,IRAK4,51135
MGI:1928268,Ireb2,64602,HGNC:6115,IREB2,3658
MGI:96590,Irf1,16362,HGNC:6116,IRF1,3659
MGI:96591,Irf2,16363,HGNC:6117,IRF2,3660
MGI:2442159,Irf2bp1,272359,HGNC:21728,IRF2BP1,26145
MGI:2443921,Irf2bp2,270110,HGNC:21729,IRF2BP2,359948
MGI:2442463,Irf2bpl,238330,HGNC:14282,IRF2BPL,64207
MGI:1859179,Irf3,54131,HGNC:6118,IRF3,3661
MGI:1096873,Irf4,16364,HGNC:6119,IRF4,3662
MGI:1350924,Irf5,27056,HGNC:6120,IRF5,3663
MGI:1859211,Irf6,54139,HGNC:6121,IRF6,3664
MGI:1859212,Irf7,54123,HGNC:6122,IRF7,3665
MGI:96395,Irf8,15900,HGNC:5358,IRF8,3394
MGI:107587,Irf9,16391,HGNC:6131,IRF9,10379
MGI:2685948,Irgc,210145,HGNC:28835,IRGC,56269
MGI:2667176,Irgq,210146,HGNC:24868,IRGQ,126298
MGI:99454,Irs1,16367,HGNC:6125,IRS1,3667
MGI:109334,Irs2,384783,HGNC:6126,IRS2,8660
MGI:1194882,Irs3,16369,HGNC:6127,IRS3P,442338
MGI:1338009,Irs4,16370,HGNC:6128,IRS4,8471
MGI:1197515,Irx1,16371,HGNC:14358,IRX1,79192
MGI:1197526,Irx2,16372,HGNC:14359,IRX2,153572
MGI:1197522,Irx3,16373,HGNC:14360,IRX3,79191
MGI:1355275,Irx4,50916,HGNC:6129,IRX4,50805
MGI:1859086,Irx5,54352,HGNC:14361,IRX5,10265
MGI:1927642,Irx6,64379,HGNC:14675,IRX6,79190
MGI:1921566,Isca2,74316,HGNC:19857,ISCA2,122961
MGI:1913633,Iscu,66383,HGNC:29882,ISCU,23479
MGI:1855694,Isg15,100038882,HGNC:4053,ISG15,9636
MGI:1928895,Isg20,57444,HGNC:6130,ISG20,3669
MGI:2140076,Isg20l2,229504,HGNC:25745,ISG20L2,81875
MGI:101791,Isl1,16392,HGNC:6132,ISL1,3670
MGI:109156,Isl2,104360,HGNC:18524,ISL2,64843
MGI:1349645,Islr,26968,HGNC:6133,ISLR,3671
MGI:2444277,Islr2,320563,HGNC:29286,ISLR2,57611
MGI:2442963,Ism1,319909,HGNC:16213,ISM1,140862
MGI:2685110,Ism2,217738,HGNC:23176,ISM2,145501
MGI:1913557,Isoc1,66307,HGNC:24254,ISOC1,51015
MGI:1919205,Ist1,71955,HGNC:28977,IST1,9798
MGI:1918847,Isx,71597,HGNC:28084,ISX,91464
MGI:1919030,Isyna1,71780,HGNC:29821,ISYNA1,51477
MGI:1202301,Itch,16396,HGNC:13890,ITCH,83737
MGI:106419,Itfg1,71927,HGNC:30697,ITFG1,81533
MGI:1915450,Itfg2,101142,HGNC:30879,ITFG2,55846
MGI:96599,Itga1,109700,HGNC:6134,ITGA1,3672
MGI:2153482,Itga10,213119,HGNC:6135,ITGA10,8515
MGI:2442114,Itga11,319480,HGNC:6136,ITGA11,22801
MGI:96600,Itga2,16398,HGNC:6137,ITGA2,3673
MGI:96601,Itga2b,16399,HGNC:6138,ITGA2B,3674
MGI:96602,Itga3,16400,HGNC:6139,ITGA3,3675
MGI:96603,Itga4,16401,HGNC:6140,ITGA4,3676
MGI:96604,Itga5,16402,HGNC:6141,ITGA5,3678
MGI:96605,Itga6,16403,HGNC:6142,ITGA6,3655
MGI:102700,Itga7,16404,HGNC:6143,ITGA7,3679
MGI:109442,Itga8,241226,HGNC:6144,ITGA8,8516
MGI:104756,Itga9,104099,HGNC:6145,ITGA9,3680
MGI:3578624,Itgad,381924,HGNC:6146,ITGAD,3681
MGI:1298377,Itgae,16407,HGNC:6147,ITGAE,3682
MGI:96606,Itgal,16408,HGNC:6148,ITGAL,3683
MGI:96607,Itgam,16409,HGNC:6149,ITGAM,3684
MGI:96608,Itgav,16410,HGNC:6150,ITGAV,3685
MGI:96609,Itgax,16411,HGNC:6152,ITGAX,3687
MGI:96610,Itgb1,16412,HGNC:6153,ITGB1,3688
MGI:1306802,Itgb1bp1,16413,HGNC:23927,ITGB1BP1,9270
MGI:1353420,Itgb1bp2,26549,HGNC:6154,ITGB1BP2,26548
MGI:96612,Itgb3,16416,HGNC:6156,ITGB3,3690
MGI:1914983,Itgb3bp,67733,HGNC:6157,ITGB3BP,23421
MGI:96613,Itgb4,192897,HGNC:6158,ITGB4,3691
MGI:96614,Itgb5,16419,HGNC:6160,ITGB5,3693
MGI:96615,Itgb6,16420,HGNC:6161,ITGB6,3694
MGI:96616,Itgb7,16421,HGNC:6162,ITGB7,3695
MGI:1338035,Itgb8,320910,HGNC:6163,ITGB8,3696
MGI:2443439,Itgbl1,223272,HGNC:6164,ITGBL1,9358
MGI:96618,Itih1,16424,HGNC:6166,ITIH1,3697
MGI:96619,Itih2,16425,HGNC:6167,ITIH2,3698
MGI:96620,Itih3,16426,HGNC:6168,ITIH3,3699
MGI:109536,Itih4,16427,HGNC:6169,ITIH4,3700
MGI:1925751,Itih5,209378,HGNC:21449,ITIH5,80760
MGI:96621,Itk,16428,HGNC:6171,ITK,3702
MGI:107706,Itm2a,16431,HGNC:6173,ITM2A,9452
MGI:1309517,Itm2b,16432,HGNC:6174,ITM2B,9445
MGI:1927594,Itm2c,64294,HGNC:6175,ITM2C,81618
MGI:96622,Itpa,16434,HGNC:6176,ITPA,3704
MGI:2446159,Itpk1,217837,HGNC:6177,ITPK1,3705
MGI:1333822,Itpka,228550,HGNC:6178,ITPKA,3706
MGI:109235,Itpkb,320404,HGNC:6179,ITPKB,3707
MGI:2442554,Itpkc,233011,HGNC:14897,ITPKC,80271
MGI:96623,Itpr1,16438,HGNC:6180,ITPR1,3708
MGI:99418,Itpr2,16439,HGNC:6181,ITPR2,3709
MGI:96624,Itpr3,16440,HGNC:6182,ITPR3,3710
MGI:2685304,Itprid1,232016,HGNC:27363,ITPRID1,223075
MGI:1917849,Itprid2,70599,HGNC:11319,ITPRID2,6744
MGI:3042776,Itprip,414801,HGNC:29370,ITPRIP,85450
MGI:1920588,Itpripl1,73338,HGNC:29371,ITPRIPL1,150771
MGI:2442416,Itpripl2,319622,HGNC:27257,ITPRIPL2,162073
MGI:1338069,Itsn1,16443,HGNC:6183,ITSN1,6453
MGI:1338049,Itsn2,20403,HGNC:6184,ITSN2,50618
MGI:1929242,Ivd,56357,HGNC:6186,IVD,3712
MGI:96626,Ivl,16447,HGNC:6187,IVL,3713
MGI:2152389,Ivns1abp,117198,HGNC:16951,IVNS1ABP,10625
MGI:1920723,Iws1,73473,HGNC:25467,IWS1,55677
MGI:1917587,Iyd,70337,HGNC:21071,IYD,389434
MGI:1920706,Izumo1,73456,HGNC:28539,IZUMO1,284359
MGI:1929185,Izumo1r,64931,HGNC:32565,IZUMO1R,390243
MGI:1922760,Izumo2,75510,HGNC:28518,IZUMO2,126123
MGI:1916564,Izumo3,69314,HGNC:31421,IZUMO3,100129669
MGI:1918814,Izumo4,71564,HGNC:26950,IZUMO4,113177
MGI:1925835,Jade1,269424,HGNC:30027,JADE1,79960
MGI:1924151,Jade2,76901,HGNC:22984,JADE2,23338
MGI:2148019,Jade3,382207,HGNC:22982,JADE3,9767
MGI:1095416,Jag1,16449,HGNC:6188,JAG1,182
MGI:1098270,Jag2,16450,HGNC:6189,JAG2,3714
MGI:1915017,Jagn1,67767,HGNC:26926,JAGN1,84522
MGI:96628,Jak1,16451,HGNC:6190,JAK1,3716
MGI:96629,Jak2,16452,HGNC:6192,JAK2,3717
MGI:99928,Jak3,16453,HGNC:6193,JAK3,3718
MGI:1923321,Jakmip1,76071,HGNC:26460,JAKMIP1,152789
MGI:1923467,Jakmip2,76217,HGNC:29067,JAKMIP2,9832
MGI:1921254,Jakmip3,74004,HGNC:23523,JAKMIP3,282973
MGI:1933820,Jam2,67374,HGNC:14686,JAM2,58494
MGI:1933825,Jam3,83964,HGNC:15532,JAM3,83700
MGI:2685484,Jaml,270152,HGNC:19084,JAML,120425
MGI:104813,Jarid2,16468,HGNC:6196,JARID2,3720
MGI:2141450,Jazf1,231986,HGNC:28917,JAZF1,221895
MGI:2685174,Jcad,240185,HGNC:29283,JCAD,57608
MGI:96493,Jchain,16069,HGNC:5713,JCHAIN,3512
MGI:1932093,Jdp2,81703,HGNC:17546,JDP2,122953
MGI:1918239,Jhy,70989,HGNC:26288,JHY,79864
MGI:1915057,Jkamp,104771,HGNC:20184,JKAMP,51528
MGI:1918614,Jmjd1c,108829,HGNC:12313,JMJD1C,221037
MGI:2144404,Jmjd4,194952,HGNC:25724,JMJD4,65094
MGI:1858910,Jmjd6,107817,HGNC:19355,JMJD6,23210
MGI:3845785,Jmjd7,433466,HGNC:34397,JMJD7,100137047
MGI:1919356,Jmjd8,72106,HGNC:14148,JMJD8,339123
MGI:1913096,Jmy,57748,HGNC:28916,JMY,133746
MGI:1921408,Josd1,74158,HGNC:28953,JOSD1,9929
MGI:1913374,Josd2,66124,HGNC:28853,JOSD2,126119
MGI:1891495,Jph1,57339,HGNC:14201,JPH1,56704
MGI:1891496,Jph2,59091,HGNC:14202,JPH2,57158
MGI:1891497,Jph3,57340,HGNC:14203,JPH3,57338
MGI:2443113,Jph4,319984,HGNC:20156,JPH4,84502
MGI:1096361,Jpt1,15374,HGNC:14569,JPT1,51155
MGI:1196260,Jpt2,52009,HGNC:14137,JPT2,90861
MGI:106214,Jrk,16469,HGNC:6199,JRK,8629
MGI:1924782,Jrkl,77532,HGNC:6200,JRKL,8690
MGI:1916700,Jsrp1,71912,HGNC:24963,JSRP1,126306
MGI:1346082,Jtb,23922,HGNC:6201,JTB,10899
MGI:96646,Jun,16476,HGNC:6204,JUN,3725
MGI:96647,Junb,16477,HGNC:6205,JUNB,3726
MGI:96648,Jund,16478,HGNC:6206,JUND,3727
MGI:96650,Jup,16480,HGNC:6207,JUP,3728
MGI:2685385,Kalrn,545156,HGNC:4814,KALRN,8997
MGI:2147707,Kank1,107351,HGNC:19309,KANK1,23189
MGI:2384568,Kank2,235041,HGNC:29300,KANK2,25959
MGI:1098615,Kank3,80880,HGNC:24796,KANK3,256949
MGI:3043381,Kank4,242553,HGNC:27263,KANK4,163782
MGI:1923969,Kansl1,76719,HGNC:24565,KANSL1,284058
MGI:1915941,Kansl1l,68691,HGNC:26310,KANSL1L,151050
MGI:1916862,Kansl2,69612,HGNC:26024,KANSL2,54934
MGI:1918055,Kansl3,226976,HGNC:25473,KANSL3,55683
MGI:1934754,Kars1,85305,HGNC:6215,KARS1,3735
MGI:2687329,Kash5,384619,HGNC:26520,KASH5,147872
MGI:1917264,Kat14,228714,HGNC:15904,KAT14,57325
MGI:1343101,Kat2a,14534,HGNC:4201,KAT2A,2648
MGI:1343094,Kat2b,18519,HGNC:8638,KAT2B,8850
MGI:1932051,Kat5,81601,HGNC:5275,KAT5,10524
MGI:2442415,Kat6a,244349,HGNC:13013,KAT6A,7994
MGI:1858746,Kat6b,54169,HGNC:17582,KAT6B,23522
MGI:2182799,Kat7,217127,HGNC:17016,KAT7,11143
MGI:1915023,Kat8,67773,HGNC:17933,KAT8,84148
MGI:1344353,Katna1,23924,HGNC:6216,KATNA1,11104
MGI:2387638,Katnal1,231912,HGNC:28361,KATNAL1,84056
MGI:1924234,Katnal2,71206,HGNC:25387,KATNAL2,83473
MGI:1921437,Katnb1,74187,HGNC:6217,KATNB1,10300
MGI:1919675,Katnbl1,72425,HGNC:26199,KATNBL1,79768
MGI:2442760,Katnip,233865,HGNC:29068,KATNIP,23247
MGI:2147606,Kazald1,107250,HGNC:25460,KAZALD1,81621
MGI:1918779,Kazn,71529,HGNC:29173,KAZN,23254
MGI:1922151,Kbtbd11,74901,HGNC:29104,KBTBD11,9920
MGI:1918481,Kbtbd12,74589,HGNC:25731,KBTBD12,166348
MGI:1921742,Kbtbd13,74492,HGNC:37227,KBTBD13,390594
MGI:2384811,Kbtbd2,210973,HGNC:21751,KBTBD2,25948
MGI:1916399,Kbtbd3,69149,HGNC:22934,KBTBD3,143879
MGI:1914386,Kbtbd4,67136,HGNC:23761,KBTBD4,55709
MGI:2661430,Kbtbd8,243574,HGNC:30691,KBTBD8,84541
MGI:1921537,Kcmf1,74287,HGNC:20589,KCMF1,56888
MGI:96654,Kcna1,16485,HGNC:6218,KCNA1,3736
MGI:3037820,Kcna10,242151,HGNC:6219,KCNA10,3744
MGI:96659,Kcna2,16490,HGNC:6220,KCNA2,3737
MGI:96660,Kcna3,16491,HGNC:6221,KCNA3,3738
MGI:96661,Kcna4,16492,HGNC:6222,KCNA4,3739
MGI:96662,Kcna5,16493,HGNC:6224,KCNA5,3741
MGI:96663,Kcna6,16494,HGNC:6225,KCNA6,3742
MGI:96664,Kcna7,16495,HGNC:6226,KCNA7,3743
MGI:109155,Kcnab1,16497,HGNC:6228,KCNAB1,7881
MGI:109239,Kcnab2,16498,HGNC:6229,KCNAB2,8514
MGI:1336208,Kcnab3,16499,HGNC:6230,KCNAB3,9196
MGI:96666,Kcnb1,16500,HGNC:6231,KCNB1,3745
MGI:99632,Kcnb2,98741,HGNC:6232,KCNB2,9312
MGI:96667,Kcnc1,16502,HGNC:6233,KCNC1,3746
